smoothed;3
(;s;o; ;w;i;t;h;a;b;e;n;g;d;u;);c;l;m;p;f;r;k;y;v;j;z;x;q;.;,;é;#
ft;0.000733;0.009524;0.000733;0.356044;0.020513;0.060073;0.000733;0.021978;0.001465;0.000733;0.419780;0.000733;0.000733;0.000733;0.000733;0.058608;0.000733;0.003663;0.000733;0.000733;0.000733;0.003663;0.000733;0.028571;0.000733;0.000733;0.000733;0.000733;0.000733;0.000733;0.000733;0.000733;0.000733
fh;0.027778;0.027778;0.055556;0.027778;0.027778;0.027778;0.027778;0.027778;0.083333;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778
fa;0.000471;0.071193;0.000471;0.000943;0.000943;0.111740;0.076379;0.000471;0.000471;0.002357;0.000471;0.050919;0.000471;0.005186;0.010372;0.000943;0.282414;0.052805;0.171617;0.000471;0.000471;0.114569;0.012730;0.000943;0.026403;0.000471;0.000471;0.000471;0.000471;0.000471;0.000471;0.000471;0.000471
fb;0.022222;0.022222;0.022222;0.022222;0.022222;0.266667;0.022222;0.022222;0.044444;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222
fe;0.000270;0.069830;0.000270;0.146940;0.038824;0.001078;0.011324;0.000539;0.032623;0.003235;0.146131;0.067404;0.000270;0.025883;0.000809;0.018603;0.067673;0.055810;0.032354;0.000270;0.000270;0.274737;0.000270;0.000809;0.001348;0.000270;0.000270;0.000539;0.000270;0.000270;0.000270;0.000270;0.000270
fn;0.029412;0.029412;0.058824;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fg;0.022222;0.022222;0.066667;0.022222;0.022222;0.022222;0.022222;0.222222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.044444;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222
fd;0.023810;0.023810;0.047619;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.119048;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.119048;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810
fu;0.000803;0.054575;0.000803;0.002408;0.000803;0.000803;0.049759;0.004013;0.000803;0.000803;0.018459;0.313002;0.011236;0.003210;0.000803;0.000803;0.000803;0.480738;0.000803;0.000803;0.002408;0.039326;0.002408;0.000803;0.000803;0.000803;0.002408;0.000803;0.000803;0.000803;0.000803;0.000803;0.000803
f);0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
fc;0.021277;0.021277;0.127660;0.063830;0.021277;0.021277;0.021277;0.021277;0.085106;0.021277;0.106383;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277
fl;0.001969;0.001969;0.153543;0.005906;0.001969;0.149606;0.001969;0.001969;0.192913;0.001969;0.143701;0.001969;0.001969;0.001969;0.159449;0.001969;0.003937;0.001969;0.001969;0.001969;0.001969;0.001969;0.001969;0.141732;0.001969;0.001969;0.001969;0.001969;0.001969;0.001969;0.001969;0.001969;0.001969
fm;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.108108;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.054054;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027
fp;0.022727;0.022727;0.113636;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.068182;0.022727;0.022727;0.022727;0.090909;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.068182;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727
ff;0.000416;0.005403;0.012884;0.346218;0.000416;0.100582;0.001663;0.000416;0.004988;0.000416;0.451372;0.000831;0.000416;0.000416;0.003325;0.048213;0.001247;0.009975;0.001247;0.001663;0.000416;0.002494;0.000416;0.000831;0.000416;0.000416;0.000416;0.000416;0.000416;0.000416;0.000416;0.000416;0.000416
fr;0.000338;0.000338;0.531102;0.000338;0.000338;0.128465;0.000338;0.000338;0.057809;0.000338;0.259973;0.000338;0.000338;0.000338;0.012170;0.000338;0.000338;0.000338;0.000338;0.000338;0.000338;0.000338;0.000338;0.001352;0.000338;0.000338;0.000338;0.000338;0.000338;0.000338;0.000338;0.000338;0.000338
fk;0.018868;0.018868;0.018868;0.377358;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.037736;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868
fy;0.007812;0.007812;0.007812;0.468750;0.007812;0.250000;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.046875;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812
fv;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
fj;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
fz;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
fx;0.028571;0.028571;0.028571;0.085714;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fq;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
f.;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
f,;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
fé;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
f#;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
r(;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
rs;0.000160;0.000160;0.120224;0.347082;0.000160;0.067466;0.181775;0.027818;0.049400;0.000160;0.120224;0.000160;0.000160;0.000480;0.015827;0.054197;0.000320;0.000160;0.000320;0.009432;0.000160;0.000160;0.000320;0.001759;0.000160;0.000160;0.000160;0.000160;0.000160;0.000639;0.000160;0.000160;0.000160
ro;0.000121;0.028426;0.038466;0.016572;0.058183;0.002177;0.046329;0.000847;0.026007;0.104270;0.001814;0.078021;0.030483;0.023951;0.168138;0.003871;0.022741;0.034353;0.187371;0.034958;0.032055;0.008225;0.006048;0.005806;0.034474;0.002298;0.002177;0.001210;0.000121;0.000121;0.000121;0.000121;0.000121
r ;0.000056;0.068777;0.066321;0.006085;0.066879;0.076648;0.160330;0.038687;0.120080;0.040027;0.026238;0.017138;0.019762;0.021325;0.005973;0.001451;0.030090;0.026796;0.040585;0.043041;0.035170;0.019651;0.005694;0.044995;0.005415;0.010049;0.000223;0.000223;0.001842;0.000056;0.000279;0.000056;0.000056
rw;0.005464;0.005464;0.016393;0.005464;0.005464;0.240437;0.005464;0.043716;0.502732;0.005464;0.043716;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464;0.005464
ri;0.000101;0.063351;0.031776;0.002018;0.000101;0.000101;0.094724;0.000101;0.048724;0.022597;0.106527;0.090689;0.338041;0.019469;0.000807;0.000404;0.083426;0.015535;0.022294;0.006860;0.010088;0.000101;0.003228;0.000202;0.031272;0.000706;0.005851;0.000404;0.000101;0.000101;0.000101;0.000101;0.000101
rt;0.000176;0.046360;0.005817;0.359069;0.001410;0.100123;0.000529;0.057994;0.154768;0.001586;0.079852;0.008461;0.000881;0.000176;0.041424;0.047065;0.000529;0.009519;0.012163;0.002468;0.000176;0.001763;0.000176;0.064869;0.000176;0.000176;0.000353;0.000176;0.000176;0.001058;0.000176;0.000176;0.000176
rh;0.005917;0.005917;0.147929;0.005917;0.005917;0.005917;0.005917;0.005917;0.508876;0.005917;0.136095;0.005917;0.005917;0.005917;0.005917;0.005917;0.005917;0.005917;0.005917;0.005917;0.005917;0.005917;0.005917;0.035503;0.005917;0.005917;0.005917;0.005917;0.005917;0.005917;0.005917;0.005917;0.005917
ra;0.000156;0.022493;0.003280;0.024211;0.005155;0.069822;0.181506;0.006560;0.000312;0.014683;0.003749;0.137769;0.037176;0.057638;0.002968;0.004998;0.111684;0.182599;0.026398;0.022337;0.003124;0.018900;0.001093;0.010153;0.015308;0.001562;0.028897;0.000156;0.004686;0.000156;0.000156;0.000156;0.000156
rb;0.006369;0.057325;0.070064;0.076433;0.006369;0.159236;0.006369;0.006369;0.286624;0.006369;0.050955;0.006369;0.006369;0.006369;0.019108;0.019108;0.006369;0.038217;0.006369;0.006369;0.006369;0.025478;0.006369;0.057325;0.006369;0.006369;0.006369;0.006369;0.006369;0.006369;0.006369;0.006369;0.006369
re;0.000030;0.116383;0.002099;0.421515;0.006533;0.002128;0.020427;0.001242;0.138702;0.000621;0.045288;0.045347;0.007804;0.029709;0.002335;0.071361;0.018594;0.016554;0.015135;0.017825;0.006415;0.001005;0.000355;0.000473;0.007420;0.001685;0.000030;0.000503;0.002365;0.000030;0.000030;0.000030;0.000030
rn;0.000458;0.033898;0.038937;0.218965;0.000458;0.167201;0.002290;0.000916;0.087494;0.000458;0.184608;0.000458;0.000458;0.001832;0.000458;0.045809;0.000458;0.000458;0.207513;0.000458;0.000458;0.000458;0.000458;0.000916;0.000458;0.000458;0.000458;0.000458;0.000458;0.000458;0.000458;0.000458;0.000458
rg;0.000974;0.003895;0.038948;0.021422;0.000974;0.046738;0.000974;0.001947;0.107108;0.000974;0.337877;0.000974;0.000974;0.000974;0.337877;0.005842;0.000974;0.000974;0.000974;0.000974;0.000974;0.039922;0.000974;0.037001;0.000974;0.000974;0.000974;0.000974;0.000974;0.000974;0.000974;0.000974;0.000974
rd;0.000508;0.119350;0.005587;0.475368;0.009142;0.061453;0.001016;0.001016;0.097004;0.001016;0.115795;0.000508;0.000508;0.000508;0.001524;0.075165;0.007110;0.015236;0.000508;0.001016;0.000508;0.001524;0.000508;0.003555;0.000508;0.000508;0.000508;0.000508;0.000508;0.000508;0.000508;0.000508;0.000508
ru;0.000528;0.118796;0.000528;0.001584;0.000528;0.028511;0.083949;0.000528;0.004224;0.085005;0.111404;0.100845;0.072334;0.009504;0.000528;0.000528;0.053854;0.078141;0.204857;0.031679;0.001584;0.004224;0.000528;0.000528;0.000528;0.000528;0.001056;0.000528;0.000528;0.000528;0.000528;0.000528;0.000528
r);0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
rc;0.001105;0.001105;0.019890;0.011050;0.001105;0.099448;0.001105;0.332597;0.009945;0.001105;0.436464;0.001105;0.001105;0.001105;0.035359;0.001105;0.001105;0.022099;0.001105;0.001105;0.001105;0.001105;0.001105;0.006630;0.001105;0.001105;0.001105;0.001105;0.001105;0.001105;0.001105;0.001105;0.001105
rl;0.000829;0.028192;0.014925;0.040630;0.001658;0.094527;0.000829;0.000829;0.018242;0.000829;0.043118;0.000829;0.000829;0.430348;0.001658;0.005804;0.000829;0.000829;0.000829;0.000829;0.007463;0.000829;0.000829;0.296020;0.000829;0.000829;0.000829;0.000829;0.000829;0.000829;0.000829;0.000829;0.000829
rm;0.000875;0.153981;0.034996;0.222222;0.000875;0.082240;0.000875;0.000875;0.286089;0.001750;0.136483;0.000875;0.000875;0.000875;0.013123;0.030621;0.000875;0.006999;0.000875;0.000875;0.006999;0.000875;0.000875;0.006124;0.000875;0.000875;0.000875;0.000875;0.000875;0.000875;0.000875;0.000875;0.000875
rp;0.002950;0.035398;0.321534;0.047198;0.002950;0.008850;0.005900;0.035398;0.023599;0.002950;0.082596;0.002950;0.002950;0.002950;0.002950;0.005900;0.002950;0.038348;0.002950;0.002950;0.002950;0.330383;0.002950;0.002950;0.002950;0.002950;0.002950;0.002950;0.002950;0.002950;0.002950;0.002950;0.002950
rf;0.003802;0.007605;0.049430;0.007605;0.003802;0.022814;0.003802;0.003802;0.045627;0.003802;0.334601;0.003802;0.003802;0.007605;0.414449;0.007605;0.003802;0.015209;0.003802;0.003802;0.003802;0.003802;0.003802;0.003802;0.003802;0.003802;0.003802;0.003802;0.003802;0.003802;0.003802;0.003802;0.003802
rr;0.000775;0.006202;0.115504;0.004651;0.000775;0.320930;0.000775;0.002326;0.079845;0.000775;0.227907;0.000775;0.000775;0.000775;0.024806;0.001550;0.000775;0.000775;0.000775;0.000775;0.000775;0.000775;0.000775;0.198450;0.000775;0.000775;0.000775;0.000775;0.000775;0.000775;0.000775;0.000775;0.000775
rk;0.000736;0.086892;0.000736;0.449190;0.002209;0.112666;0.000736;0.003682;0.008837;0.001473;0.203976;0.002946;0.000736;0.000736;0.001473;0.079529;0.000736;0.013991;0.002946;0.005155;0.001473;0.000736;0.000736;0.011046;0.000736;0.000736;0.000736;0.000736;0.000736;0.000736;0.000736;0.000736;0.000736
ry;0.000203;0.003659;0.055488;0.594512;0.008130;0.070732;0.085569;0.000203;0.001220;0.055081;0.001016;0.000407;0.000407;0.001016;0.000203;0.114024;0.000203;0.001626;0.001626;0.002033;0.000203;0.000203;0.000203;0.000203;0.000203;0.000203;0.000203;0.000203;0.000203;0.000203;0.000203;0.000203;0.000203
rv;0.001091;0.001091;0.005453;0.004362;0.001091;0.322792;0.001091;0.001091;0.471101;0.001091;0.165758;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091;0.001091
rj;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.057143;0.028571;0.028571;0.028571;0.028571;0.028571;0.057143;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
rz;0.025000;0.025000;0.025000;0.025000;0.125000;0.025000;0.025000;0.025000;0.025000;0.025000;0.100000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
rx;0.012821;0.012821;0.012821;0.051282;0.012821;0.551282;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821;0.012821
rq;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.111111;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778
r.;0.010870;0.010870;0.010870;0.554348;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.108696;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870;0.010870
r,;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
ré;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
r#;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.057143;0.028571;0.057143;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
k(;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
ks;0.001130;0.001130;0.004520;0.804520;0.001130;0.001130;0.013559;0.005650;0.002260;0.001130;0.001130;0.001130;0.011299;0.001130;0.001130;0.128814;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130;0.001130
ko;0.008547;0.017094;0.034188;0.042735;0.017094;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.068376;0.008547;0.008547;0.025641;0.017094;0.059829;0.017094;0.008547;0.017094;0.017094;0.299145;0.188034;0.008547;0.017094;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547
k ;0.000129;0.035040;0.057409;0.001422;0.067106;0.152832;0.219550;0.021593;0.190846;0.031678;0.009051;0.005818;0.008017;0.010085;0.009310;0.000129;0.017973;0.016938;0.027541;0.024308;0.015128;0.012025;0.002845;0.055599;0.002069;0.003491;0.000646;0.000129;0.000517;0.000129;0.000388;0.000129;0.000129
kw;0.019608;0.019608;0.058824;0.019608;0.019608;0.019608;0.019608;0.019608;0.274510;0.019608;0.078431;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608
ki;0.000272;0.002452;0.000272;0.001362;0.000272;0.000545;0.002725;0.000272;0.000545;0.000272;0.008447;0.823161;0.000272;0.086649;0.000272;0.000545;0.013079;0.037875;0.006540;0.007629;0.000272;0.002725;0.000272;0.000272;0.000272;0.000272;0.000817;0.000272;0.000272;0.000272;0.000272;0.000272;0.000272
kt;0.022727;0.022727;0.068182;0.022727;0.022727;0.022727;0.022727;0.113636;0.136364;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727
kh;0.017857;0.142857;0.035714;0.071429;0.017857;0.017857;0.017857;0.017857;0.142857;0.017857;0.089286;0.017857;0.017857;0.017857;0.035714;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857;0.017857
