smoothed;3
(;s;t;a;i;c;);v;.;o; ;n;l;r;h;e;y;,;f;u;d;g;m;p;j;w;!;k;b;x;?;q;z;#
,b;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
,x;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
,?;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
,q;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
,z;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
,#;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
f(;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fs;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.052632;0.026316;0.105263;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
ft;0.009259;0.027778;0.018519;0.009259;0.101852;0.009259;0.074074;0.009259;0.018519;0.009259;0.148148;0.009259;0.018519;0.009259;0.009259;0.305556;0.018519;0.037037;0.009259;0.009259;0.009259;0.009259;0.009259;0.009259;0.009259;0.018519;0.009259;0.009259;0.009259;0.009259;0.009259;0.009259;0.009259;0.009259
fa;0.005435;0.141304;0.021739;0.005435;0.103261;0.211957;0.005435;0.010870;0.005435;0.005435;0.010870;0.135870;0.027174;0.059783;0.005435;0.005435;0.005435;0.005435;0.005435;0.027174;0.005435;0.005435;0.114130;0.005435;0.005435;0.010870;0.005435;0.010870;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435
fi;0.004444;0.008889;0.071111;0.013333;0.004444;0.168889;0.004444;0.013333;0.004444;0.004444;0.004444;0.222222;0.057778;0.160000;0.004444;0.071111;0.004444;0.004444;0.008889;0.004444;0.026667;0.057778;0.004444;0.004444;0.004444;0.004444;0.004444;0.004444;0.004444;0.026667;0.004444;0.004444;0.004444;0.004444
fc;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
f);0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fv;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
f.;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.426230;0.016393;0.032787;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.032787;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393;0.016393
fo;0.002674;0.005348;0.002674;0.002674;0.005348;0.008021;0.002674;0.002674;0.002674;0.021390;0.002674;0.002674;0.013369;0.831551;0.002674;0.002674;0.002674;0.002674;0.002674;0.029412;0.005348;0.002674;0.002674;0.013369;0.002674;0.002674;0.002674;0.002674;0.002674;0.002674;0.002674;0.002674;0.002674;0.002674
f ;0.001030;0.036045;0.245108;0.080330;0.054583;0.062822;0.002060;0.005149;0.001030;0.017508;0.004119;0.006179;0.019567;0.027806;0.031926;0.021627;0.080330;0.001030;0.021627;0.009269;0.015448;0.022657;0.058702;0.056643;0.004119;0.056643;0.001030;0.002060;0.045314;0.001030;0.001030;0.002060;0.003090;0.001030
fn;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fl;0.013333;0.013333;0.013333;0.160000;0.106667;0.013333;0.013333;0.013333;0.013333;0.120000;0.013333;0.013333;0.013333;0.013333;0.013333;0.080000;0.013333;0.013333;0.013333;0.146667;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333
fr;0.005181;0.005181;0.005181;0.093264;0.108808;0.005181;0.005181;0.005181;0.005181;0.414508;0.005181;0.005181;0.005181;0.005181;0.005181;0.207254;0.005181;0.005181;0.005181;0.025907;0.005181;0.005181;0.005181;0.005181;0.005181;0.005181;0.005181;0.005181;0.005181;0.005181;0.005181;0.005181;0.005181;0.005181
fh;0.022727;0.022727;0.022727;0.159091;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.113636;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727
fe;0.003175;0.034921;0.019048;0.034921;0.003175;0.066667;0.009524;0.003175;0.031746;0.003175;0.079365;0.050794;0.019048;0.196825;0.003175;0.174603;0.003175;0.015873;0.003175;0.003175;0.012698;0.003175;0.149206;0.003175;0.003175;0.038095;0.009524;0.003175;0.003175;0.003175;0.003175;0.003175;0.003175;0.003175
fy;0.019231;0.019231;0.019231;0.019231;0.115385;0.019231;0.038462;0.019231;0.019231;0.019231;0.250000;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231
f,;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.063830;0.021277;0.021277;0.021277;0.255319;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277
ff;0.005495;0.010989;0.005495;0.104396;0.104396;0.005495;0.027473;0.005495;0.065934;0.038462;0.131868;0.005495;0.016484;0.016484;0.005495;0.324176;0.005495;0.021978;0.005495;0.005495;0.005495;0.005495;0.005495;0.005495;0.005495;0.005495;0.010989;0.005495;0.005495;0.005495;0.010989;0.005495;0.005495;0.005495
fu;0.006667;0.053333;0.013333;0.006667;0.006667;0.340000;0.006667;0.006667;0.006667;0.006667;0.006667;0.133333;0.180000;0.033333;0.006667;0.033333;0.006667;0.006667;0.006667;0.006667;0.006667;0.020000;0.020000;0.006667;0.006667;0.006667;0.006667;0.006667;0.006667;0.013333;0.006667;0.006667;0.006667;0.006667
fd;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fg;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fm;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fp;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fj;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fw;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
f!;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.057143;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fk;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fb;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fx;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
f?;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.108108;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027
fq;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
fz;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
f#;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
u(;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
us;0.001429;0.027143;0.322857;0.014286;0.090000;0.004286;0.015714;0.004286;0.018571;0.002857;0.128571;0.002857;0.024286;0.001429;0.010000;0.261429;0.004286;0.025714;0.002857;0.010000;0.001429;0.001429;0.001429;0.001429;0.001429;0.001429;0.005714;0.004286;0.001429;0.001429;0.001429;0.001429;0.001429;0.001429
ut;0.001274;0.014013;0.011465;0.008917;0.058599;0.002548;0.044586;0.001274;0.024204;0.007643;0.662420;0.001274;0.005096;0.006369;0.039490;0.029299;0.006369;0.008917;0.001274;0.040764;0.001274;0.001274;0.001274;0.001274;0.001274;0.001274;0.005096;0.001274;0.002548;0.001274;0.002548;0.001274;0.001274;0.001274
ua;0.005102;0.010204;0.102041;0.005102;0.005102;0.010204;0.005102;0.005102;0.005102;0.005102;0.005102;0.020408;0.647959;0.015306;0.005102;0.005102;0.005102;0.005102;0.005102;0.005102;0.015306;0.030612;0.005102;0.005102;0.005102;0.005102;0.005102;0.005102;0.020408;0.005102;0.005102;0.005102;0.005102;0.005102
ui;0.009524;0.076190;0.161905;0.009524;0.009524;0.057143;0.009524;0.047619;0.009524;0.009524;0.038095;0.095238;0.142857;0.057143;0.009524;0.019048;0.009524;0.009524;0.009524;0.009524;0.066667;0.009524;0.009524;0.019048;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524
uc;0.004464;0.004464;0.178571;0.066964;0.013393;0.031250;0.004464;0.004464;0.004464;0.004464;0.004464;0.004464;0.004464;0.008929;0.205357;0.040179;0.004464;0.004464;0.004464;0.013393;0.004464;0.004464;0.004464;0.004464;0.004464;0.004464;0.004464;0.330357;0.004464;0.004464;0.004464;0.004464;0.004464;0.004464
u);0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
uv;0.019608;0.019608;0.019608;0.019608;0.058824;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.313725;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608
u.;0.016129;0.032258;0.016129;0.016129;0.016129;0.016129;0.419355;0.016129;0.016129;0.016129;0.048387;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129
uo;0.020833;0.041667;0.125000;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.166667;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.041667;0.020833;0.020833;0.020833
u ;0.002049;0.069672;0.088115;0.088115;0.020492;0.092213;0.002049;0.002049;0.002049;0.020492;0.002049;0.024590;0.036885;0.040984;0.051230;0.024590;0.004098;0.002049;0.032787;0.008197;0.079918;0.047131;0.036885;0.020492;0.022541;0.092213;0.002049;0.053279;0.018443;0.002049;0.002049;0.002049;0.004098;0.002049
un;0.002703;0.032432;0.137838;0.016216;0.154054;0.097297;0.008108;0.002703;0.002703;0.005405;0.010811;0.027027;0.016216;0.005405;0.008108;0.010811;0.002703;0.010811;0.029730;0.005405;0.318919;0.032432;0.002703;0.008108;0.016216;0.002703;0.002703;0.010811;0.002703;0.002703;0.002703;0.005405;0.002703;0.002703
ul;0.002755;0.008264;0.168044;0.126722;0.022039;0.002755;0.002755;0.005510;0.008264;0.035813;0.044077;0.013774;0.101928;0.002755;0.002755;0.033058;0.008264;0.011019;0.008264;0.005510;0.338843;0.008264;0.005510;0.002755;0.002755;0.002755;0.005510;0.002755;0.002755;0.002755;0.002755;0.002755;0.002755;0.002755
ur;0.001543;0.083333;0.020062;0.038580;0.026235;0.013889;0.013889;0.009259;0.007716;0.023148;0.251543;0.033951;0.001543;0.023148;0.001543;0.317901;0.030864;0.007716;0.004630;0.001543;0.024691;0.020062;0.001543;0.020062;0.001543;0.001543;0.006173;0.003086;0.001543;0.001543;0.001543;0.001543;0.001543;0.001543
uh;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.045455;0.022727;0.068182;0.045455;0.022727;0.022727;0.022727;0.022727;0.022727;0.136364;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.045455;0.022727;0.022727;0.022727
ue;0.004587;0.339450;0.004587;0.009174;0.004587;0.009174;0.032110;0.004587;0.045872;0.004587;0.142202;0.073394;0.041284;0.018349;0.004587;0.119266;0.004587;0.032110;0.004587;0.004587;0.036697;0.004587;0.004587;0.004587;0.004587;0.004587;0.004587;0.004587;0.004587;0.004587;0.004587;0.004587;0.004587;0.004587
uy;0.015873;0.174603;0.015873;0.015873;0.047619;0.015873;0.015873;0.015873;0.047619;0.015873;0.222222;0.015873;0.015873;0.015873;0.015873;0.031746;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.031746;0.015873;0.015873;0.015873
u,;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.075472;0.018868;0.018868;0.018868;0.320755;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868
uf;0.016667;0.016667;0.016667;0.033333;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.433333;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667
uu;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
ud;0.009524;0.009524;0.009524;0.019048;0.152381;0.009524;0.009524;0.009524;0.009524;0.019048;0.066667;0.009524;0.028571;0.009524;0.009524;0.342857;0.028571;0.009524;0.009524;0.009524;0.057143;0.047619;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524
ug;0.006369;0.012739;0.006369;0.012739;0.012739;0.012739;0.025478;0.006369;0.006369;0.006369;0.025478;0.012739;0.019108;0.006369;0.579618;0.031847;0.006369;0.012739;0.006369;0.012739;0.006369;0.082803;0.006369;0.006369;0.006369;0.006369;0.006369;0.006369;0.019108;0.006369;0.006369;0.006369;0.006369;0.006369
um;0.006135;0.073620;0.012270;0.220859;0.018405;0.006135;0.018405;0.006135;0.024540;0.024540;0.061350;0.006135;0.012270;0.006135;0.006135;0.141104;0.006135;0.018405;0.018405;0.006135;0.006135;0.006135;0.042945;0.073620;0.006135;0.006135;0.006135;0.006135;0.122699;0.006135;0.006135;0.006135;0.006135;0.006135
up;0.005319;0.058511;0.021277;0.005319;0.010638;0.005319;0.058511;0.005319;0.037234;0.021277;0.340426;0.005319;0.058511;0.058511;0.010638;0.042553;0.010638;0.031915;0.005319;0.010638;0.005319;0.005319;0.005319;0.111702;0.005319;0.005319;0.015957;0.005319;0.010638;0.005319;0.005319;0.005319;0.005319;0.005319
uj;0.025000;0.025000;0.025000;0.175000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
uw;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412;0.029412
