,STREET,PARTY,COUNT
2331,"CULLISON RD, NELSONVILLE",R,3
2332,"CULLISON RD, NELSONVILLE",D,4
2333,"CLINE ST, THE PLAINS",None,5
2334,"GILKEY RIDGE RD, SHADE",D,3
2335,"GILKEY RIDGE RD, SHADE",None,4
2336,"MARIETTA RD, NELSONVILLE",None,7
2337,"MARIETTA RD, NELSONVILLE",R,1
2338,"MONROE ST, GLOUSTER",None,7
2339,"MONROE ST, GLOUSTER",D,2
2340,"MONROE ST, GLOUSTER",R,2
2341,"SHORT ST, NELSONVILLE",R,4
2342,"SHORT ST, NELSONVILLE",None,6
2343,"SHORT ST, NELSONVILLE",D,2
2344,"MEADOWDALE DR, ATHENS",None,6
2345,"MEADOWDALE DR, ATHENS",R,7
2346,"MEADOWDALE DR, ATHENS",D,3
2347,"SMITH ST, CHAUNCEY",None,6
2348,"SMITH ST, CHAUNCEY",R,4
2349,"SMITH ST, CHAUNCEY",D,1
2350,"POTTER RD, AMESVILLE",D,3
2351,"POTTER RD, AMESVILLE",None,3
2352,"POTTER RD, AMESVILLE",R,5
2353,"PLAYGROUND DR, ATHENS",None,2
2354,"MAYLES RIDGE RD, STEWART",D,11
2355,"MAYLES RIDGE RD, STEWART",None,18
2356,"MAYLES RIDGE RD, STEWART",R,3
2357,"DEEP HOLLOW RD, COOLVILLE",None,16
2358,"DEEP HOLLOW RD, COOLVILLE",D,1
2359,"DEEP HOLLOW RD, COOLVILLE",R,2
2360,"JAMES LN, THE PLAINS",None,4
2361,"1/2 COLUMBUS RD, ATHENS",None,1
2362,"S EIGHTH ST, JACKSONVILLE",D,8
2363,"S EIGHTH ST, JACKSONVILLE",None,14
2364,"S EIGHTH ST, JACKSONVILLE",R,4
2365,"NELSONVILLE AVE, STEWART",None,5
2366,"NELSONVILLE AVE, STEWART",R,1
2367,"NELSONVILLE AVE, STEWART",D,1
2368,"HUNTER RD, GLOUSTER",None,16
2369,"HUNTER RD, GLOUSTER",D,1
2370,"HUNTER RD, GLOUSTER",R,3
2371,"PATTON ST, NELSONVILLE",None,9
2372,"LEWIS RD, AMESVILLE",None,2
2373,"LEWIS RD, AMESVILLE",D,3
2374,"WAGNER AVE, BUCHTEL",None,7
2375,"WAGNER AVE, BUCHTEL",R,3
2376,"SHORT ST, ALBANY",None,4
2377,"SHORT ST, ALBANY",D,1
2378,"BRYON ST, COOLVILLE",None,2
2379,"THIRD ST, BUCHTEL",None,6
2380,"THIRD ST, BUCHTEL",D,4
2381,"THIRD ST, BUCHTEL",R,4
2382,"SKEELS RD, COOLVILLE",None,10
2383,"SKEELS RD, COOLVILLE",R,3
2384,"BROWN RD, MILLFIELD",None,2
2385,"BAILS RD, ATHENS",None,5
2386,"BAILS RD, ATHENS",D,1
2387,"MADISON ST, STEWART",D,2
2388,"LONG ST, NEW MARSHFIELD",None,7
2389,"LONG ST, NEW MARSHFIELD",R,2
2390,"NORTHWOOD DR, ATHENS",None,19
2391,"NORTHWOOD DR, ATHENS",D,11
2392,"NORTHWOOD DR, ATHENS",R,3
2393,"MAPLE LN, THE PLAINS",D,1
2394,"MAPLE LN, THE PLAINS",None,6
2395,"RAYMOND DR, ATHENS",None,5
2396,"RAYMOND DR, ATHENS",D,4
2397,"1/2 MOUND ST, ATHENS",None,3
2398,"WOLFE BENNETT RD, NELSONVILLE",None,39
2399,"WOLFE BENNETT RD, NELSONVILLE",R,20
2400,"WOLFE BENNETT RD, NELSONVILLE",D,7
2401,"SR 691, ATHENS",None,13
2402,"SR 691, ATHENS",D,12
2403,"ROCKY POINT RD, ATHENS",None,9
2404,"ROCKY POINT RD, ATHENS",D,5
2405,"KENT DR, ATHENS",None,8
2406,"KENT DR, ATHENS",D,9
2407,"KENT DR, ATHENS",R,5
2408,"E SECOND ST, THE PLAINS",D,1
2409,"E SECOND ST, THE PLAINS",None,1
2410,"WINDSOR PL, ATHENS",D,5
2411,"WINDSOR PL, ATHENS",None,4
2412,"HOCKING TERRACE DR, COOLVILLE",None,1
2413,"HOCKING TERRACE DR, COOLVILLE",R,1
2414,"PLAINVIEW DR, GLOUSTER",None,8
2415,"PAVILLION ST, COOLVILLE",None,4
2416,"MORTON AVE, ALBANY",None,11
2417,"MORTON AVE, ALBANY",D,2
2418,"MORTON AVE, ALBANY",R,3
2419,"WEMER RD, GLOUSTER",None,13
2420,"WEMER RD, GLOUSTER",R,6
2421,"WEMER RD, GLOUSTER",D,5
2422,"RICH LN, ATHENS",None,13
2423,"RICH LN, ATHENS",D,8
2424,"TOWNSEND RD, ATHENS",D,2
2425,"TOWNSEND RD, ATHENS",None,13
2426,"TOWNSEND RD, ATHENS",R,12
2427,"MCGUFFEY LN, ATHENS",None,7
2428,"MCGUFFEY LN, ATHENS",D,6
2429,"MCGUFFEY LN, ATHENS",R,2
2430,"E BENTBROOK LN, ATHENS",None,3
2431,"PINEWOOD WAY, ATHENS",None,7
2432,"PINEWOOD WAY, ATHENS",D,1
2433,"PINEWOOD WAY, ATHENS",R,2
2434,"JOY RD, CHESTERHILL",None,7
2435,"JOY RD, CHESTERHILL",R,3
2436,"BEAN CEMETERY RD, GUYSVILLE",None,4
2437,"BEAN CEMETERY RD, GUYSVILLE",R,3
2438,"1/2 WATT ST, ATHENS",D,2
2439,"WATKINS ST, NELSONVILLE",None,8
2440,"WATKINS ST, NELSONVILLE",R,2
2441,"WATKINS ST, NELSONVILLE",D,2
2442,"MAPLE GROVE WAY, ATHENS",None,15
2443,"MAPLE GROVE WAY, ATHENS",R,3
2444,"MAPLE GROVE WAY, ATHENS",D,3
2445,"BROZAK RD, STEWART",None,8
2446,"BROZAK RD, STEWART",R,1
2447,"BROZAK RD, STEWART",D,2
2448,"THOMPSON RIDGE RD, ATHENS",None,12
2449,"THOMPSON RIDGE RD, ATHENS",D,5
2450,"THOMPSON RIDGE RD, ATHENS",R,2
2451,"WATT ST, ATHENS",D,5
2452,"WATT ST, ATHENS",None,8
2453,"WATT ST, ATHENS",R,1
2454,"WINDFALL RIDGE RD, ATHENS",D,2
2455,"WINDFALL RIDGE RD, ATHENS",R,5
2456,"WINDFALL RIDGE RD, ATHENS",None,9
2457,"MODOC RD, GLOUSTER",None,11
2458,"MODOC RD, GLOUSTER",R,2
2459,"DALTON DR, NELSONVILLE",None,29
2460,"DALTON DR, NELSONVILLE",R,3
2461,"DALTON DR, NELSONVILLE",D,6
2462,"SMITH RD, COOLVILLE",D,1
2463,"SMITH RD, COOLVILLE",R,6
2464,"SMITH RD, COOLVILLE",None,9
2465,"KONTNER ST, NELSONVILLE",None,17
2466,"KONTNER ST, NELSONVILLE",R,4
2467,"KONTNER ST, NELSONVILLE",D,7
2468,"1/2 MAIN ST, THE PLAINS",None,2
2469,"GOOSE RUN RD, GLOUSTER",None,9
2470,"GOOSE RUN RD, GLOUSTER",D,4
2471,"GOOSE RUN RD, GLOUSTER",R,3
2472,"MILAR RD, NELSONVILLE",None,2
2473,"1/2 STIMSON AVE, ATHENS",None,2
2474,"COWAN RD, ATHENS",D,1
2475,"COWAN RD, ATHENS",None,8
2476,"COWAN RD, ATHENS",R,9
2477,"COSS ST, ATHENS",None,10
2478,"COSS ST, ATHENS",D,2
2479,"NIXON RD, NELSONVILLE",None,11
2480,"SEIGLE LN, ATHENS",None,3
2481,"SEIGLE LN, ATHENS",D,3
2482,"S WEMER RD, MILLFIELD",None,5
2483,"S WEMER RD, MILLFIELD",D,3
2484,"LOVE ST, NELSONVILLE",None,1
2485,"LOVE ST, NELSONVILLE",D,1
2486,"LOVE ST, NELSONVILLE",R,3
2487,"BLAINE DR, THE PLAINS",None,3
2488,"RAILROAD ST, MILLFIELD",None,1
2489,"E HIGH ST, NELSONVILLE",None,11
2490,"E HIGH ST, NELSONVILLE",D,7
2491,"E HIGH ST, NELSONVILLE",R,2
2492,"COOLVILLE STATION RD, COOLVILLE",None,6
2493,"COOLVILLE STATION RD, COOLVILLE",D,2
2494,"COOLVILLE STATION RD, COOLVILLE",R,2
2495,"SCOTT RD, NEW MARSHFIELD",D,2
2496,"SCOTT RD, NEW MARSHFIELD",None,4
2497,"SCOTT RD, NEW MARSHFIELD",R,2
2498,"GURSSLIN RD, GUYSVILLE",None,4
2499,"GURSSLIN RD, GUYSVILLE",R,2
2500,"GURSSLIN RD, GUYSVILLE",D,1
2501,"ANGELL RD, ATHENS",None,3
2502,"ANGELL RD, ATHENS",R,2
2503,"ANGELL RD, ATHENS",D,1
2504,"SEVENTH ST, COOLVILLE",None,5
2505,"SEVENTH ST, COOLVILLE",R,2
2506,"S AKRON AVE, BUCHTEL",R,2
2507,"S AKRON AVE, BUCHTEL",None,2
2508,"S AKRON AVE, BUCHTEL",D,1
2509,"BACKUS DR, NELSONVILLE",None,3
2510,"TICK RIDGE RD, AMESVILLE",None,12
2511,"TICK RIDGE RD, AMESVILLE",R,7
2512,"TICK RIDGE RD, AMESVILLE",D,5
2513,"BANK ST, BUCHTEL",None,8
2514,"BANK ST, BUCHTEL",R,3
2515,"CHURCH ST, ATHENS",None,20
2516,"CHURCH ST, ATHENS",D,1
2517,"CAPOS RD, GLOUSTER",None,5
2518,"CAPOS RD, GLOUSTER",R,3
2519,"CAPOS RD, GLOUSTER",D,3
2520,"KINCADE RD, ATHENS",D,15
2521,"KINCADE RD, ATHENS",None,13
2522,"KINCADE RD, ATHENS",R,1
2523,"1/2 HARRIS DR, ATHENS",None,1
2524,"LAKE LN, ATHENS",None,8
2525,"LAKE LN, ATHENS",D,5
2526,"LAKE LN, ATHENS",R,3
2527,"E PALMER ST, JACKSONVILLE",None,13
2528,"E PALMER ST, JACKSONVILLE",D,4
2529,"CAMPBELL ST, COOLVILLE",D,2
2530,"CAMPBELL ST, COOLVILLE",None,5
2531,"CAMPBELL ST, COOLVILLE",R,14
2532,"PUGH RD, ALBANY",R,3
2533,"PUGH RD, ALBANY",None,2
2534,"HERROLD AVE, ATHENS",None,8
2535,"HERROLD AVE, ATHENS",D,3
2536,"HERROLD AVE, ATHENS",R,1
2537,"EMERSON ST, BUCHTEL",D,3
2538,"VARNER RD, GUYSVILLE",None,17
2539,"VARNER RD, GUYSVILLE",R,11
2540,"VARNER RD, GUYSVILLE",D,3
2541,"E KASLER CREEK RD, AMESVILLE",None,10
2542,"E KASLER CREEK RD, AMESVILLE",R,7
2543,"E KASLER CREEK RD, AMESVILLE",D,3
2544,"SECOND ST, GLOUSTER",None,3
2545,"1/2 JACKSON ST, NELSONVILLE",None,1
2546,"THIRD ST, GLOUSTER",R,1
2547,"THIRD ST, GLOUSTER",None,3
2548,"THIRD ST, GLOUSTER",D,1
2549,"WALL ST, MILLFIELD",None,5
2550,"WALL ST, MILLFIELD",R,4
2551,"CHASE RUN RD, ALBANY",D,3
2552,"CHASE RUN RD, ALBANY",None,2
2553,"SR 691, NEW MARSHFIELD",R,8
2554,"SR 691, NEW MARSHFIELD",None,12
2555,"SR 691, NEW MARSHFIELD",D,2
2556,"1/2 ELLIOTT ST, ATHENS",None,1
2557,"HIGHFIELD DR, MILLFIELD",None,9
2558,"HIGHFIELD DR, MILLFIELD",R,8
2559,"HIGHFIELD DR, MILLFIELD",D,2
2560,"WEST ST, MILLFIELD",None,4
2561,"WEST ST, MILLFIELD",D,2
2562,"EMBREY ST, GLOUSTER",None,6
2563,"EMBREY ST, GLOUSTER",D,5
2564,"DEL CARBO RD, NEW MARSHFIELD",None,2
2565,"DEL CARBO RD, NEW MARSHFIELD",R,4
2566,"YOUBA RIDGE RD, COOLVILLE",None,9
2567,"YOUBA RIDGE RD, COOLVILLE",R,4
2568,"CHURCH HOUSE RD, GLOUSTER",None,3
2569,"STELLA RD, MILLFIELD",None,3
2570,"STELLA RD, MILLFIELD",D,2
2571,"HOOPER RIDGE RD, GLOUSTER",None,6
2572,"HOOPER RIDGE RD, GLOUSTER",R,2
2573,"HOOPER RIDGE RD, GLOUSTER",D,7
2574,"RED DOG RD, GLOUSTER",None,17
2575,"RED DOG RD, GLOUSTER",R,1
2576,"RED DOG RD, GLOUSTER",D,3
2577,"CASH LN, ATHENS",None,2
2578,"CENTER ST, NEW MARSHFIELD",None,12
2579,"CENTER ST, NEW MARSHFIELD",R,3
2580,"CENTER ST, NEW MARSHFIELD",D,2
2581,"LUDLOW, ATHENS",None,2
2582,"MINE RD, ATHENS",None,14
2583,"MINE RD, ATHENS",D,3
2584,"DEPOT ST, NEW MARSHFIELD",None,9
2585,"DEPOT ST, NEW MARSHFIELD",D,1
2586,"BOB LOWERY RD, GLOUSTER",None,4
2587,"SAND ROCK RD, STEWART",None,5
2588,"N FOURTH ST, JACKSONVILLE",None,8
2589,"N FOURTH ST, JACKSONVILLE",D,1
2590,"ROCK CAMP RD, NEW MARSHFIELD",None,9
2591,"ROCK CAMP RD, NEW MARSHFIELD",R,5
2592,"BLAKE RD, COOLVILLE",None,17
2593,"BLAKE RD, COOLVILLE",D,1
2594,"BLAKE RD, COOLVILLE",R,6
2595,"N LONGVIEW HTS RD, ATHENS",None,8
2596,"PRIMROSE LN, GUYSVILLE",None,3
2597,"PRIMROSE LN, GUYSVILLE",D,1
2598,"EUCLID AVE, BUCHTEL",R,3
2599,"EUCLID AVE, BUCHTEL",None,8
2600,"EUCLID AVE, BUCHTEL",D,1
2601,"MONK RD, NELSONVILLE",None,4
2602,"MONK RD, NELSONVILLE",D,2
2603,"CIRCLE DR, NEW MARSHFIELD",None,8
2604,"CIRCLE DR, NEW MARSHFIELD",D,8
2605,"CIRCLE DR, NEW MARSHFIELD",R,1
2606,"SHADE RD, GUYSVILLE",None,11
2607,"SHADE RD, GUYSVILLE",R,7
2608,"SHADE RD, GUYSVILLE",D,7
2609,"S MCDONALD ST, THE PLAINS",None,6
2610,"S MCDONALD ST, THE PLAINS",D,1
2611,"WINNER LN, STEWART",None,9
2612,"WINNER LN, STEWART",D,4
2613,"CHAPMAN RD, GUYSVILLE",None,4
2614,"CHAPMAN RD, GUYSVILLE",D,3
2615,"CHAPMAN RD, GUYSVILLE",R,3
2616,"BARNHART RD, GUYSVILLE",None,4
2617,"BARNHART RD, GUYSVILLE",D,2
2618,"MUSH RUN RD, STEWART",None,3
2619,"MUSH RUN RD, STEWART",R,4
2620,"MUSH RUN RD, STEWART",D,2
2621,"N RODEHAVER RD, GUYSVILLE",None,7
2622,"N RODEHAVER RD, GUYSVILLE",R,3
2623,"N RODEHAVER RD, GUYSVILLE",D,2
2624,"KOCHIS RD, GLOUSTER",None,4
2625,"KOCHIS RD, GLOUSTER",R,2
2626,"ROBINSON RIDGE RD, ATHENS",None,7
2627,"ROBINSON RIDGE RD, ATHENS",D,5
2628,"ROBINSON RIDGE RD, ATHENS",R,3
2629,"MARION JOHNSON RD, ALBANY",None,10
2630,"MARION JOHNSON RD, ALBANY",R,11
2631,"MARION JOHNSON RD, ALBANY",D,4
2632,"SWARO RD, GLOUSTER",None,4
2633,"SWARO RD, GLOUSTER",D,2
2634,"SWARO RD, GLOUSTER",R,1
2635,"GURA CIR, ATHENS",None,2
2636,"GURA CIR, ATHENS",R,2
2637,"NORTH ST, THE PLAINS",None,4
2638,"NORTH ST, THE PLAINS",D,5
2639,"NORTH ST, THE PLAINS",R,1
2640,"CEMETERY RD, COOLVILLE",None,11
2641,"CEMETERY RD, COOLVILLE",R,2
2642,"CEMETERY RD, COOLVILLE",D,1
2643,"ARBOR DR, THE PLAINS",D,2
2644,"ARBOR DR, THE PLAINS",None,5
2645,"ARBOR DR, THE PLAINS",R,1
2646,"MCHARG DR, ALBANY",None,1
2647,"MCHARG DR, ALBANY",R,2
2648,"WOODBROOK RD, ALBANY",None,2
2649,"JULIAN DR, ATHENS",None,3
2650,"JULIAN DR, ATHENS",R,1
2651,"BATEMAN LN, ATHENS",None,7
2652,"BATEMAN LN, ATHENS",R,8
2653,"BATEMAN LN, ATHENS",D,1
2654,"ENNIS RD, ALBANY",None,4
2655,"ENNIS RD, ALBANY",D,1
2656,"ENNIS RD, ALBANY",R,1
2657,"ELLIS RD, COOLVILLE",None,4
2658,"ELLIS RD, COOLVILLE",D,1
2659,"ELLIS RD, COOLVILLE",R,2
2660,"COOPER RD, ATHENS",None,8
2661,"COOPER RD, ATHENS",R,2
2662,"NIGGEMEYER RD, GUYSVILLE",None,3
2663,"NIGGEMEYER RD, GUYSVILLE",R,1
2664,"BAINEY RD, ATHENS",None,4
2665,"BAINEY RD, ATHENS",R,3
2666,"BAINEY RD, ATHENS",D,3
2667,"BACK ST, MILLFIELD",None,13
2668,"SLATER AVE, CHAUNCEY",None,1
2669,"SLATER AVE, CHAUNCEY",D,2
2670,"PINE AIRE VLG, ATHENS",None,1
2671,"TROLL RD, ATHENS",None,5
2672,"TROLL RD, ATHENS",D,2
2673,"MAIN ST, JACKSONVILLE",None,4
2674,"MAIN ST, JACKSONVILLE",D,3
2675,"MAIN ST, JACKSONVILLE",R,1
2676,"ADALINE CIR, ATHENS",None,9
2677,"ADALINE CIR, ATHENS",R,4
2678,"ADALINE CIR, ATHENS",D,4
2679,"BRILL RD, STEWART",None,10
2680,"BRILL RD, STEWART",D,2
2681,"JACKSON AVE, COOLVILLE",None,3
2682,"JACKSON AVE, COOLVILLE",D,1
2683,"JACKSON AVE, COOLVILLE",R,1
2684,"RAILROAD ST, NELSONVILLE",None,1
2685,"RAILROAD ST, NELSONVILLE",R,3
2686,"RAILROAD ST, NELSONVILLE",D,2
2687,"KERN ST, ATHENS",None,4
2688,"ASHTON AVE, NELSONVILLE",R,7
2689,"ASHTON AVE, NELSONVILLE",None,5
2690,"ASHTON AVE, NELSONVILLE",D,5
2691,"WOODYARD RD, ATHENS",None,3
2692,"WOODYARD RD, ATHENS",R,6
2693,"WOODYARD RD, ATHENS",D,1
2694,"JEWELL HOLLOW RD, STEWART",None,5
2695,"JEWELL HOLLOW RD, STEWART",D,1
2696,"JEWELL HOLLOW RD, STEWART",R,1
2697,"DOBBINS RD, COOLVILLE",None,8
2698,"DOBBINS RD, COOLVILLE",R,2
2699,"N FIFTH ST, JACKSONVILLE",None,3
2700,"N FIFTH ST, JACKSONVILLE",D,4
2701,"FAIRFAX ST, STEWART",None,5
2702,"FAIRFAX ST, STEWART",D,5
2703,"FAIRFAX ST, STEWART",R,2
2704,"THIRD ST, JACKSONVILLE",None,3
2705,"WINDY LN, COOLVILLE",None,4
2706,"WINDY LN, COOLVILLE",R,1
2707,"POSSUM HOLLOW RD, ATHENS",None,12
2708,"POSSUM HOLLOW RD, ATHENS",R,3
2709,"POSSUM HOLLOW RD, ATHENS",D,1
2710,"CENTER ST, ATHENS",None,5
2711,"CENTER ST, ATHENS",R,1
2712,"N TORCH RD, LITTLE HOCKING",None,6
2713,"N TORCH RD, LITTLE HOCKING",R,1
2714,"LAUREL LN, SHADE",None,5
2715,"LAUREL LN, SHADE",D,4
2716,"FAIRFIELD ST, STEWART",None,6
2717,"WILLIAMS ST, NELSONVILLE",None,6
2718,"COOK DR, ATHENS",None,10
2719,"COOK DR, ATHENS",R,1
2720,"MINE RD, NELSONVILLE",None,2
2721,"SALT CREEK RD, MILLFIELD",None,2
2722,"SALT CREEK RD, MILLFIELD",D,3
2723,"MOORE AVE, ATHENS",None,1
2724,"COTTONWOOD DR, GLOUSTER",None,1
2725,"COTTONWOOD DR, GLOUSTER",R,2
2726,"DERTHICK RD, GLOUSTER",None,3
2727,"DERTHICK RD, GLOUSTER",R,1
2728,"ROSSETTER RD, ALBANY",D,3
2729,"ROSSETTER RD, ALBANY",None,5
2730,"ROSSETTER RD, ALBANY",R,15
2731,"FARROW ST, NELSONVILLE",None,1
2732,"SR 356, NEW MARSHFIELD",None,18
2733,"SR 356, NEW MARSHFIELD",R,7
2734,"SR 356, NEW MARSHFIELD",D,2
2735,"JOHNSON RUN RD, GLOUSTER",None,3
2736,"THIRD ST, COOLVILLE",None,5
2737,"THIRD ST, COOLVILLE",R,7
2738,"BLAIR RD, COOLVILLE",None,12
2739,"BLAIR RD, COOLVILLE",R,5
2740,"SHADE RD, SHADE",None,6
2741,"SHADE RD, SHADE",R,6
2742,"SHADE RD, SHADE",D,6
2743,"CALAWAY RIDGE RD, COOLVILLE",None,9
2744,"CALAWAY RIDGE RD, COOLVILLE",R,2
2745,"SCENIC LN, NELSONVILLE",None,11
2746,"SCENIC LN, NELSONVILLE",R,3
2747,"SCENIC LN, NELSONVILLE",D,7
2748,"W ROBINSON RD, COOLVILLE",None,1
2749,"W ROBINSON RD, COOLVILLE",R,3
2750,"US 33, NELSONVILLE",None,5
2751,"US 33, NELSONVILLE",R,3
2752,"US 33, NELSONVILLE",D,1
2753,"TENTH ST, JACKSONVILLE",None,3
2754,"APPLEGATE DR, ATHENS",None,8
2755,"APPLEGATE DR, ATHENS",D,12
2756,"JOY RD, SHARPSBURG",None,12
2757,"JOY RD, SHARPSBURG",D,1
2758,"JOY RD, SHARPSBURG",R,1
2759,"HEMLOCK RD, THE PLAINS",None,1
2760,"HEMLOCK RD, THE PLAINS",D,1
2761,"WILDWOOD LN, ATHENS",None,1
2762,"WILDWOOD LN, ATHENS",D,5
2763,"LAFAYETTE ST, GUYSVILLE",None,8
2764,"LAFAYETTE ST, GUYSVILLE",D,4
2765,"WILLIAMS RD, ATHENS",None,16
2766,"WILLIAMS RD, ATHENS",R,18
2767,"WILLIAMS RD, ATHENS",D,5
2768,"RHINE ST, NELSONVILLE",R,1
2769,"DABRITZ RD, NELSONVILLE",R,1
2770,"DABRITZ RD, NELSONVILLE",None,3
2771,"CHURCH ST, COOLVILLE",None,2
2772,"CHURCH ST, COOLVILLE",D,1
2773,"W HORNSBY RD, COOLVILLE",None,11
2774,"W HORNSBY RD, COOLVILLE",R,3
2775,"NINTH ST, JACKSONVILLE",None,3
2776,"NINTH ST, JACKSONVILLE",R,2
2777,"1/2 DEPOT ST, ATHENS",None,1
2778,"S FOURTH ST, JACKSONVILLE",None,11
2779,"S FOURTH ST, JACKSONVILLE",D,5
2780,"S FOURTH ST, JACKSONVILLE",R,3
2781,"HIGH ST, NEW MARSHFIELD",R,2
2782,"HIGH ST, NEW MARSHFIELD",None,2
2783,"BIRGE DR, CHAUNCEY",None,8
2784,"BIRGE DR, CHAUNCEY",D,1
2785,"GUN CLUB RD, NEW MARSHFIELD",None,3
2786,"GUN CLUB RD, NEW MARSHFIELD",R,2
2787,"ALLEN RD, GLOUSTER",None,4
2788,"ALLEN RD, GLOUSTER",D,1
2789,"SIXTH ST, MILLFIELD",None,11
2790,"SIXTH ST, MILLFIELD",R,1
2791,"BODIN RD, NEW MARSHFIELD",None,1
2792,"BLOSSOM LN, THE PLAINS",None,8
2793,"BLOSSOM LN, THE PLAINS",D,2
2794,"BLOSSOM LN, THE PLAINS",R,2
2795,"BRANDEBERRY RD, COOLVILLE",None,19
2796,"BRANDEBERRY RD, COOLVILLE",R,9
2797,"BRANDEBERRY RD, COOLVILLE",D,3
2798,"EARL ST, GLOUSTER",R,2
2799,"EARL ST, GLOUSTER",None,9
2800,"EARL ST, GLOUSTER",D,3
2801,"HILLCREST DR, ATHENS",None,5
2802,"HILLCREST DR, ATHENS",R,3
2803,"HILLCREST DR, ATHENS",D,5
2804,"CROSS ST, GLOUSTER",None,14
2805,"CROSS ST, GLOUSTER",R,3
2806,"CAMPGROUND RD, COOLVILLE",None,4
2807,"WALNUT HILL RD, GLOUSTER",None,7
2808,"WALNUT HILL RD, GLOUSTER",R,1
2809,"FOX LAKE RD, NEW MARSHFIELD",None,8
2810,"FOX LAKE RD, NEW MARSHFIELD",R,12
2811,"FOX LAKE RD, NEW MARSHFIELD",D,6
2812,"BISHOPVILLE RD, GLOUSTER",None,1
2813,"CEMETERY ST, COOLVILLE",None,1
2814,"CEMETERY ST, COOLVILLE",R,1
2815,"DEMOTT ST, NELSONVILLE",None,2
2816,"MARTIN RD, GLOUSTER",None,3
2817,"MARTIN RD, GLOUSTER",R,2
2818,"GREEN BRANCH RD, GUYSVILLE",R,3
2819,"GREEN BRANCH RD, GUYSVILLE",None,4
2820,"GREEN BRANCH RD, GUYSVILLE",D,2
2821,"S OAKLEY DR, BUCHTEL",None,11
2822,"S OAKLEY DR, BUCHTEL",R,1
2823,"PHILLIPS LN, ATHENS",None,4
2824,"PHILLIPS LN, ATHENS",D,13
2825,"PHILLIPS LN, ATHENS",R,1
2826,"1/2 W HIGH ST, NELSONVILLE",R,1
2827,"BENNITA LN, ATHENS",None,4
2828,"BENNITA LN, ATHENS",R,4
2829,"BENNITA LN, ATHENS",D,9
2830,"GARDNER LN, MILLFIELD",None,3
2831,"GARDNER LN, MILLFIELD",R,3
2832,"MINE ST, GLOUSTER",None,8
2833,"MINE ST, GLOUSTER",D,1
2834,"COOLEY RD, ALBANY",None,7
2835,"COOLEY RD, ALBANY",R,4
2836,"COOLEY RD, ALBANY",D,2
2837,"OHIO ST, HOCKINGPORT",D,1
2838,"BEN NEVIS CT, ALBANY",None,3
2839,"BEN NEVIS CT, ALBANY",D,2
2840,"BEN NEVIS CT, ALBANY",R,3
2841,"N MAIN ST, AMESVILLE",None,6
2842,"MARSH ST, NEW MARSHFIELD",None,3
2843,"MARSH ST, NEW MARSHFIELD",R,1
2844,"MARSH ST, NEW MARSHFIELD",D,1
2845,"FLETCHER RD, COOLVILLE",None,5
2846,"FLETCHER RD, COOLVILLE",R,3
2847,"FLETCHER RD, COOLVILLE",D,1
2848,"S THIRD ST, JACKSONVILLE",None,3
2849,"S THIRD ST, JACKSONVILLE",D,2
2850,"FIFTH ST, JACKSONVILLE",None,7
2851,"OLD STATE RD, COOLVILLE",None,9
2852,"OLD STATE RD, COOLVILLE",R,2
2853,"OLD STATE RD, COOLVILLE",D,3
2854,"BITTERSWEET LN, ATHENS",None,2
2855,"BITTERSWEET LN, ATHENS",D,2
2856,"BITTERSWEET LN, ATHENS",R,1
2857,"LOCUST LN, ATHENS",None,12
2858,"LOCUST LN, ATHENS",D,2
2859,"LOCUST LN, ATHENS",R,4
2860,"FOX HUNTER RD, GLOUSTER",None,2
2861,"FOX HUNTER RD, GLOUSTER",D,2
2862,"FOX RUN RD, ATHENS",None,6
2863,"FOX RUN RD, ATHENS",D,4
2864,"HANN LN, ATHENS",None,2
2865,"HANN LN, ATHENS",R,1
2866,"LEVERING RD, NELSONVILLE",None,2
2867,"LEVERING RD, NELSONVILLE",R,2
2868,"1/2 SUNNYSIDE DR, ATHENS",R,2
2869,"1/2 SUNNYSIDE DR, ATHENS",None,2
2870,"1/2 SUNNYSIDE DR, ATHENS",D,1
2871,"DUNFEE ALY, STEWART",None,1
2872,"GARDEN HILL RD, GUYSVILLE",R,3
2873,"GARDEN HILL RD, GUYSVILLE",None,6
2874,"GARDEN HILL RD, GUYSVILLE",D,1
2875,"ROWLEY LN, COOLVILLE",None,14
2876,"ROWLEY LN, COOLVILLE",R,4
2877,"GILLIAN HUBBARD RD, COOLVILLE",None,7
2878,"GILLIAN HUBBARD RD, COOLVILLE",R,3
2879,"GILLIAN HUBBARD RD, COOLVILLE",D,2
2880,"W SYCAMORE ST, TRIMBLE",None,1
2881,"W SYCAMORE ST, TRIMBLE",D,2
2882,"LENGYEL LN, NELSONVILLE",None,1
2883,"BIDDYVILLE RD, NEW MARSHFIELD",None,8
2884,"BIDDYVILLE RD, NEW MARSHFIELD",R,4
2885,"BIDDYVILLE RD, NEW MARSHFIELD",D,2
2886,"S ELEVENTH ST, JACKSONVILLE",None,8
2887,"S ELEVENTH ST, JACKSONVILLE",R,1
2888,"WOOD ST, COOLVILLE",None,7
2889,"WOOD ST, COOLVILLE",D,1
2890,"CIRCLE 33 RD, NELSONVILLE",None,11
2891,"CIRCLE 33 RD, NELSONVILLE",D,2
2892,"CIRCLE 33 RD, NELSONVILLE",R,1
2893,"MERRILL RD, GUYSVILLE",None,1
