,STREET,AGE_RANGE,PARTY_AFFILIATION
537,"BLEDSOE RD, RAY",45-64,None
538,"FRAZEE LN, MCARTHUR",45-64,None
539,"OLD DIXON RD, MCARTHUR",45-64,R
540,"EAST FORK RD, LAURELVILLE",45-64,None
541,"E SOUTH ST, MCARTHUR",24-44,None
542,"S MARKET ST, MCARTHUR",24-44,None
543,"N MAIN ST, HAMDEN",45-64,None
544,"ST RT 327, LONDONDERRY",24-44,None
545,"VINTON STATION RD, HAMDEN",45-64,None
546,"GREY RD, VINTON",65+,None
547,"LOCUST ST, MCARTHUR",45-64,None
548,"MURPHY RD, MCARTHUR",24-44,None
549,"SHEETS MCCOY RD, NEW PLYMOUTH",45-64,None
550,"E MAIN ST, MCARTHUR",45-64,None
551,"BROOKS MARTIN RD, MCARTHUR",24-44,None
552,"N SECOND ST, ZALESKI",65+,None
553,"E NORTH ST, MCARTHUR",45-64,None
554,"ST RT 93 N, MCARTHUR",0-24,None
555,"STANTON AVE, HAMDEN",24-44,None
556,"US HIGHWAY 50, MCARTHUR",45-64,None
557,"N MARKET ST, MCARTHUR",45-64,None
558,"US HIGHWAY 50, MCARTHUR",24-44,None
559,"TWO MILE RD, NEW PLYMOUTH",45-64,None
560,"MCARTHUR PARK DR, MCARTHUR",24-44,None
561,"ST RT 93 N, MCARTHUR",0-24,None
562,"W MAIN ST, MCARTHUR",65+,R
563,"CHILLICOTHE ST, HAMDEN",24-44,None
564,"ST RT 93 N, MCARTHUR",65+,R
565,"LOCUST GROVE RD, MCARTHUR",45-64,None
566,"E HIGH ST, MCARTHUR",24-44,None
567,"N MCKINNIS AVE, HAMDEN",24-44,None
568,"DEPUE RD, MCARTHUR",45-64,None
569,"HAWK STATION RD, VINTON",65+,None
570,"GEARING RIDGE RD, LONDONDERRY",24-44,None
571,"MAPLE DR, MCARTHUR",24-44,None
572,"ST RT 327, LONDONDERRY",24-44,None
573,"E HIGH ST, MCARTHUR",45-64,None
574,"SAM RUSSELL RD, HAMDEN",24-44,None
575,"ST RT 93, HAMDEN",65+,None
576,"EAGLE MILLS RD, LONDONDERRY",45-64,None
577,"THACKER AVE, HAMDEN",45-64,None
578,"NEWSOM RD, VINTON",45-64,None
579,"CURRY RD, MCARTHUR",24-44,None
580,"ENGLE DR, MCARTHUR",45-64,None
581,"KELLY RD, RAY",45-64,None
582,"EAST FORK RD, LAURELVILLE",24-44,None
583,"E HIGH ST, MCARTHUR",24-44,None
584,"US HIGHWAY 50, MCARTHUR",45-64,None
585,"NICHOLS RD, LONDONDERRY",24-44,None
586,"MCVEY RD, CREOLA",65+,D
587,"CLARY RD, LONDONDERRY",0-24,None
588,"NICHOLS RD, LONDONDERRY",24-44,None
589,"ST RT 160, HAMDEN",0-24,None
590,"THOMPSON ST, MCARTHUR",24-44,None
591,"CHURCH ST, HAMDEN",65+,None
592,"BEECHGROVE RD, LONDONDERRY",65+,None
593,"ZION RD, HAMDEN",24-44,None
594,"W MILL ST, MCARTHUR",24-44,None
595,"ST RT 327, LONDONDERRY",24-44,None
596,"GEARING RIDGE RD, LONDONDERRY",24-44,None
597,"W SOUTH ST, MCARTHUR",0-24,None
598,"N MARKET ST, MCARTHUR",24-44,None
599,"PERRY RIDGE RD, RADCLIFF",24-44,None
600,"S MARKET ST, MCARTHUR",24-44,None
601,"S MARKET ST, MCARTHUR",45-64,None
602,"TWO MILE RD, NEW PLYMOUTH",45-64,None
603,"W HIGH ST, MCARTHUR",24-44,None
604,"CARPENTER RD, RAY",45-64,None
605,"NEWSOM RD, VINTON",45-64,None
606,"POWDER PLANT RD, MCARTHUR",24-44,None
607,"S MARKET ST, MCARTHUR",24-44,None
608,"KELLY RD, RAY",0-24,None
609,"VETERANS MEMORIAL DR, MCARTHUR",65+,None
610,"FAIRVIEW RD, RAY",45-64,None
611,"OLD DIXON RD, MCARTHUR",45-64,None
612,"ST RT 93, HAMDEN",65+,None
613,"ST RT 160, HAMDEN",24-44,None
614,"ST RT 671, LONDONDERRY",24-44,None
615,"NICHOLS RD, LONDONDERRY",24-44,None
616,"JOURDIN RD, ALBANY",65+,None
617,"WHEELABOUT RD, MCARTHUR",24-44,None
618,"ST RT 671, LONDONDERRY",45-64,None
619,"KELLY RD, RAY",24-44,None
620,"SIVERLY CREEK RD, MCARTHUR",45-64,None
621,"US HIGHWAY 50, MCARTHUR",45-64,None
622,"MOUNT OLIVE RD, MCARTHUR",45-64,None
623,"OLD RT 50, LONDONDERRY",45-64,None
624,"SIVERLY CREEK RD, MCARTHUR",24-44,None
625,"STANTON AVE, HAMDEN",24-44,None
626,"MURPHY REMY RD, MCARTHUR",0-24,None
627,"ST RT 683, MCARTHUR",24-44,None
628,"ST RT 93 S, CREOLA",24-44,None
629,"ST RT 93, HAMDEN",45-64,R
630,"VINTON STATION RD, MCARTHUR",65+,R
631,"OLD RT 50, LONDONDERRY",45-64,R
632,"WOLF HILL RD, MCARTHUR",65+,R
633,"WOLF HILL RD, MCARTHUR",65+,R
634,"LAKEVIEW RD, HAMDEN",65+,D
635,"LAKEVIEW RD, HAMDEN",65+,D
636,"CLARY RD, LONDONDERRY",45-64,None
637,"CLARY RD, LONDONDERRY",45-64,None
638,"ROWLAND RD, HAMDEN",65+,R
639,"POWDER PLANT RD, MCARTHUR",45-64,None
640,"ROWLAND RD, HAMDEN",65+,R
641,"POWDER PLANT RD, MCARTHUR",45-64,None
642,"S MAIN, HAMDEN",65+,D
643,"E MAIN ST, MCARTHUR",65+,None
644,"MACEDONIA RD, SOUTH BLOOMINGVILLE",45-64,D
645,"SIVERLY CREEK RD, MCARTHUR",65+,D
646,"MARTINDILL RD, MCARTHUR",24-44,None
647,"MACEDONIA RD, SOUTH BLOOMINGVILLE",45-64,D
648,"POWDER PLANT RD, MCARTHUR",65+,R
649,"MURPHY RD, MCARTHUR",65+,R
650,"US HIGHWAY 50, MCARTHUR",45-64,D
651,"MOUNT OLIVE RD, MCARTHUR",65+,R
652,"E NORTH ST, MCARTHUR",65+,D
653,"CREOLA HUE RD, CREOLA",45-64,D
654,"FAIRVIEW AVE, MCARTHUR",45-64,D
655,"FAIRVIEW AVE, MCARTHUR",45-64,R
656,"E HIGH ST, MCARTHUR",45-64,R
657,"ST RT 56, NEW PLYMOUTH",65+,R
658,"LIVELY RIDGE RD, ALBANY",65+,R
659,"FITZPATRICK RD, RADCLIFF",65+,None
660,"FITZPATRICK RD, RADCLIFF",45-64,D
661,"WILKESVILLE ST, HAMDEN",65+,D
662,"CREOLA HUE RD, CREOLA",65+,None
663,"OLD RT 50, LONDONDERRY",45-64,R
664,"ST RT 683, MCARTHUR",65+,R
665,"S MAIN, HAMDEN",65+,D
666,"ST RT 93 N, MCARTHUR",65+,R
667,"S MAIN, HAMDEN",65+,None
668,"DUNKLE CREEK RD, CREOLA",65+,R
669,"ST RT 93 N, MCARTHUR",45-64,R
670,"PRETTY RUN RD, MCARTHUR",45-64,D
671,"ELM ST, HAMDEN",65+,R
672,"JEFFERSON AVE, MCARTHUR",65+,R
673,"MALONE RD, RADCLIFF",65+,R
674,"MALONE RD, RADCLIFF",65+,R
675,"JEFFERSON AVE, MCARTHUR",65+,R
676,"JEFFERSON AVE, MCARTHUR",65+,R
677,"US HIGHWAY 50, MCARTHUR",65+,R
678,"LOCKER PLANT RD, MCARTHUR",65+,R
679,"N MCKINNIS AVE, HAMDEN",24-44,R
680,"HART RIDGE RD, MCARTHUR",45-64,R
681,"LOCKER PLANT RD, MCARTHUR",65+,R
682,"POWDER PLANT RD, MCARTHUR",65+,R
683,"POWDER PLANT RD, MCARTHUR",45-64,R
684,"W MAIN ST, MCARTHUR",45-64,None
685,"PONETOWN RD, RAY",65+,R
686,"POWDER PLANT RD, MCARTHUR",65+,R
687,"PONETOWN RD, RAY",65+,R
688,"ST RT 683, MCARTHUR",65+,R
689,"PONETOWN RD, RAY",45-64,None
690,"GARRETT RIDGE RD, MCARTHUR",65+,R
691,"W MAIN ST, MCARTHUR",24-44,R
692,"OLD RT 50, LONDONDERRY",45-64,R
693,"MACEDONIA RD, SOUTH BLOOMINGVILLE",45-64,D
694,"PRETTY RUN RD, MCARTHUR",65+,None
695,"PRETTY RUN RD, MCARTHUR",45-64,R
696,"OLD RT 50, LONDONDERRY",65+,R
697,"N BROADWAY, ZALESKI",65+,R
698,"CREEK RD, MCARTHUR",45-64,D
699,"KOTTCAMP RD, HAMDEN",45-64,R
700,"ST RT 327, RAY",45-64,R
701,"ST RT 327, RAY",45-64,R
702,"ZION RD, HAMDEN",65+,R
703,"ST RT 160, HAMDEN",45-64,R
704,"ST RT 160, HAMDEN",45-64,R
705,"US HIGHWAY 50, MCARTHUR",45-64,D
706,"W MILL ST, MCARTHUR",45-64,R
707,"BROOKS MARTIN RD, MCARTHUR",65+,R
708,"FITZPATRICK RD, RADCLIFF",65+,R
709,"ZION RD, HAMDEN",24-44,None
710,"ST RT 327, LONDONDERRY",65+,None
711,"OWINGS RD, MCARTHUR",65+,R
712,"ELM ST, HAMDEN",65+,None
713,"ENGLE DR, MCARTHUR",45-64,R
714,"ST RT 327, LONDONDERRY",45-64,R
715,"NORTH RUN RD, ALBANY",65+,D
716,"LIVELY RIDGE RD, ALBANY",45-64,R
717,"LOCKER PLANT RD, MCARTHUR",65+,R
718,"LIVELY RIDGE RD, ALBANY",45-64,R
719,"WHEELABOUT RD, MCARTHUR",45-64,R
720,"W MAIN ST, MCARTHUR",24-44,D
721,"GENG RD, CREOLA",45-64,R
722,"ST RT 56, NEW PLYMOUTH",45-64,R
723,"ST RT 327, LONDONDERRY",65+,None
724,"PUMPKIN RIDGE RD, NEW PLYMOUTH",24-44,None
725,"US HIGHWAY 50, MCARTHUR",45-64,None
726,"SHEETS MCCOY RD, NEW PLYMOUTH",65+,D
727,"E NORTH ST, MCARTHUR",24-44,None
728,"GARRETT RIDGE RD, MCARTHUR",24-44,None
729,"MALONE RD, RADCLIFF",45-64,None
730,"GOOSECREEK RD, MCARTHUR",65+,None
731,"N MCKINNIS AVE, HAMDEN",45-64,R
732,"ST RT 671, LONDONDERRY",65+,None
733,"S MARKET ST, MCARTHUR",65+,R
734,"S MARKET ST, MCARTHUR",65+,R
735,"MCARTHUR AVE, MCARTHUR",45-64,None
736,"NEWSOM RD, VINTON",45-64,R
737,"ST RT 160, VINTON",45-64,R
738,"NEWSOM RD, VINTON",45-64,R
739,"US HIGHWAY 50, MCARTHUR",45-64,R
740,"ST RT 93 N, MCARTHUR",24-44,R
741,"MADISON AVE, MCARTHUR",45-64,R
742,"ST RT 324, HAMDEN",45-64,None
743,"ST RT 324, HAMDEN",24-44,None
744,"ST RT 324, HAMDEN",24-44,R
745,"ST RT 324, HAMDEN",45-64,None
746,"ST RT 324, HAMDEN",65+,R
747,"ST RT 324, HAMDEN",65+,R
748,"WILKESVILLE ST, HAMDEN",65+,R
749,"S FIRST ST, ZALESKI",45-64,R
750,"US HIGHWAY 50, LONDONDERRY",24-44,None
751,"SIVERLY CREEK RD, MCARTHUR",45-64,None
752,"OLD DIXON RD, MCARTHUR",45-64,R
753,"N HIGH ST, WILKESVILLE",24-44,R
754,"N HIGH ST, WILKESVILLE",24-44,None
755,"OLD RT 50, LONDONDERRY",45-64,None
756,"N MAIN ST, HAMDEN",45-64,None
757,"N MAIN ST, HAMDEN",45-64,None
758,"UNION RIDGE RD, ALBANY",45-64,None
759,"WILSON AVE, HAMDEN",65+,R
760,"ST RT 327, LONDONDERRY",45-64,R
761,"CARPENTER RD, RAY",24-44,R
762,"ST RT 671, LONDONDERRY",45-64,None
763,"ST RT 671, LONDONDERRY",45-64,None
764,"INFIRMARY RD, MCARTHUR",45-64,None
765,"BOLAR RD, MCARTHUR",65+,R
766,"BOLAR RD, MCARTHUR",65+,R
767,"STANTON AVE, HAMDEN",24-44,D
768,"CIRCLE DR, MCARTHUR",24-44,None
769,"ST RT 327, RAY",24-44,R
770,"ST RT 327, RAY",24-44,R
771,"ST RT 327, LONDONDERRY",24-44,R
772,"OLD RT 50, LONDONDERRY",45-64,None
773,"ST RT 93, LOGAN",45-64,None
774,"GARRETT RIDGE RD, MCARTHUR",45-64,D
775,"GARRETT RIDGE RD, MCARTHUR",45-64,D
776,"KELLY RD, RAY",24-44,None
777,"W SOUTH ST, MCARTHUR",24-44,None
778,"COOPER RD, RADCLIFF",45-64,None
779,"MARTINDILL RD, MCARTHUR",24-44,R
780,"PUMPKIN RIDGE RD, NEW PLYMOUTH",24-44,None
781,"GOOSECREEK RD, MCARTHUR",65+,R
782,"MORGAN RD, MCARTHUR",45-64,R
783,"STEVENS BRANCH RD, LONDONDERRY",45-64,R
784,"MURPHY RD, MCARTHUR",45-64,None
785,"S MARKET ST, MCARTHUR",45-64,None
786,"ST RT 160, HAMDEN",65+,None
787,"PIERCE LEMAR, HAMDEN",24-44,R
788,"VINTON STATION RD, MCARTHUR",45-64,R
789,"N BOUNDARY AVE, MCARTHUR",45-64,R
790,"MARTINDILL RD, MCARTHUR",45-64,None
791,"BUNKER HILL RD, MCARTHUR",45-64,None
792,"AUTA AVE, HAMDEN",24-44,None
793,"SIVERLY CREEK RD, MCARTHUR",45-64,R
794,"ROWLAND RD, HAMDEN",65+,R
795,"ST RT 356, NEW MARSHFIELD",45-64,None
796,"MARTINDILL RD, MCARTHUR",45-64,R
797,"RANDERSON RD, MCARTHUR",65+,None
798,"E HIGH ST, MCARTHUR",24-44,None
799,"ST RT 160, HAMDEN",24-44,R
800,"N MARKET ST, MCARTHUR",24-44,R
801,"STANTON AVE, HAMDEN",24-44,None
802,"ENGLE DR, MCARTHUR",65+,R
803,"ST RT 93, HAMDEN",45-64,D
804,"SIVERLY CREEK RD, MCARTHUR",45-64,R
805,"HAWK STATION RD, VINTON",65+,None
806,"WOOLWEAVER AVE, HAMDEN",45-64,None
807,"COMMERCIAL SQ, ZALESKI",65+,D
808,"COMMERCIAL SQ, ZALESKI",65+,D
809,"OLD STATE RD, MCARTHUR",65+,D
810,"ST RT 93 S, CREOLA",0-24,R
811,"ST RT 683, MCARTHUR",65+,R
812,"US HIGHWAY 50, MCARTHUR",24-44,R
813,"S MAIN, HAMDEN",24-44,None
814,"LIVELY RIDGE RD, ALBANY",45-64,None
815,"ST RT 93, HAMDEN",45-64,None
816,"LIVELY RIDGE RD, ALBANY",45-64,None
817,"N MARKET ST, MCARTHUR",24-44,R
818,"ENGLE DR, MCARTHUR",24-44,None
819,"ST RT 93, HAMDEN",45-64,None
820,"OAK ST, MCARTHUR",24-44,R
821,"ST RT 324, HAMDEN",45-64,R
822,"ST RT 324, HAMDEN",65+,R
823,"US HIGHWAY 50, MCARTHUR",45-64,R
824,"BECKNER DR, HAMDEN",45-64,None
825,"S MAIN, HAMDEN",24-44,None
826,"S MARKET ST, MCARTHUR",45-64,None
827,"ST RT 93, HAMDEN",65+,R
828,"PRATTSVILLE RD, MCARTHUR",24-44,R
829,"VINTON STATION RD, MCARTHUR",45-64,R
830,"AUTA AVE, HAMDEN",45-64,R
831,"WOODGEARD RD, CREOLA",45-64,None
832,"PAINE ST, HAMDEN",45-64,R
833,"SHEETS MCCOY RD, NEW PLYMOUTH",45-64,None
834,"SHEETS MCCOY RD, NEW PLYMOUTH",45-64,None
835,"VINTON STATION RD, MCARTHUR",45-64,R
836,"POWDER PLANT RD, MCARTHUR",45-64,R
837,"ST RT 93 N, MCARTHUR",0-24,None
838,"US HIGHWAY 50, MCARTHUR",45-64,None
839,"ST RT 683, MCARTHUR",45-64,None
840,"MCARTHUR PARK DR, MCARTHUR",24-44,None
841,"HART RIDGE RD, MCARTHUR",24-44,None
842,"BROOKS MARTIN RD, MCARTHUR",24-44,R
843,"E CENTRAL AVE, HAMDEN",45-64,None
844,"WOLF HILL RD, MCARTHUR",24-44,R
845,"GEARING RIDGE RD, LONDONDERRY",24-44,None
846,"NEWSOM RD, VINTON",45-64,None
847,"PUMPKIN RIDGE RD, NEW PLYMOUTH",45-64,None
848,"W HIGH ST, MCARTHUR",45-64,None
849,"ST RT 93 N, MCARTHUR",24-44,None
850,"US HIGHWAY 50, MCARTHUR",24-44,None
851,"ST RT 160, RADCLIFF",24-44,None
852,"GOOSECREEK RD, MCARTHUR",24-44,None
853,"DUNKLE CREEK RD, CREOLA",24-44,R
854,"ST RT 683, MCARTHUR",24-44,None
855,"SIVERLY CREEK RD, MCARTHUR",45-64,R
856,"MURPHY REMY RD, MCARTHUR",65+,R
857,"US HIGHWAY 50, MCARTHUR",24-44,None
858,"E SOUTH ST, MCARTHUR",24-44,None
859,"ST RT 93 N, MCARTHUR",24-44,None
860,"WOODGEARD RD, CREOLA",65+,D
861,"OLD RT 50, LONDONDERRY",24-44,None
862,"S SPRING ST, MCARTHUR",24-44,None
863,"MCARTHUR PARK DR, MCARTHUR",45-64,None
864,"LOCUST GROVE RD, MCARTHUR",65+,None
865,"S MARKET ST, MCARTHUR",45-64,R
866,"SAM RUSSELL RD, HAMDEN",24-44,None
867,"PAINE ST, HAMDEN",24-44,None
868,"MASH HILL RD, MCARTHUR",24-44,None
869,"ENGLE DR, MCARTHUR",24-44,None
870,"US HIGHWAY 50, MCARTHUR",24-44,None
871,"ST RT 56, NEW PLYMOUTH",24-44,None
872,"MCARTHUR PARK DR, MCARTHUR",24-44,None
873,"MORGAN RD, MCARTHUR",24-44,None
874,"GENG RD, CREOLA",24-44,R
875,"WILKESVILLE ST, HAMDEN",0-24,None
876,"BROOKS MARTIN RD, MCARTHUR",24-44,None
877,"GOOSECREEK RD, MCARTHUR",24-44,None
878,"US HIGHWAY 50, RAY",24-44,None
879,"W HIGH ST, MCARTHUR",45-64,None
880,"SIVERLY CREEK RD, MCARTHUR",45-64,R
881,"SIVERLY CREEK RD, MCARTHUR",45-64,None
882,"S FIRST ST, ZALESKI",24-44,R
883,"MOUND HILL RD, ALBANY",45-64,None
884,"ST RT 93 S, CREOLA",24-44,None
885,"N MARKET ST, MCARTHUR",45-64,None
886,"NICHOLS RD, LONDONDERRY",24-44,R
887,"MOUNT OLIVE RD, MCARTHUR",45-64,None
888,"EAGLE MILLS RD, LONDONDERRY",65+,R
889,"US HIGHWAY 50, MCARTHUR",45-64,None
890,"US HIGHWAY 50, MCARTHUR",65+,D
891,"N PEARL ST, MCARTHUR",45-64,None
892,"W HIGH ST, MCARTHUR",65+,None
893,"US HIGHWAY 50, MCARTHUR",24-44,None
894,"CHERRY RIDGE RD, NEW PLYMOUTH",45-64,None
895,"ENGLE DR, MCARTHUR",65+,R
896,"SIVERLY CREEK RD, MCARTHUR",24-44,None
897,"OLD RT 50, LONDONDERRY",24-44,None
898,"OLD RT 50, LONDONDERRY",45-64,None
899,"N FIRST ST, ZALESKI",24-44,R
900,"ZION RD, HAMDEN",24-44,None
901,"BOLAR RD, MCARTHUR",24-44,None
902,"GOOSECREEK RD, MCARTHUR",0-24,R
903,"GRAVES RD, LONDONDERRY",45-64,None
904,"ST RT 56, NEW PLYMOUTH",24-44,None
905,"HICKORY ST, ZALESKI",45-64,None
906,"PRATTSVILLE RD, MCARTHUR",0-24,None
907,"WILT RD, LONDONDERRY",45-64,None
908,"SAM RUSSELL RD, HAMDEN",24-44,None
909,"BRAY HOLLOW RD, MCARTHUR",24-44,None
910,"BOLAR RD, MCARTHUR",24-44,None
911,"W MILL ST, MCARTHUR",45-64,None
912,"W SOUTH ST, MCARTHUR",45-64,None
913,"LOCUST ST, MCARTHUR",45-64,None
914,"ST RT 327, LONDONDERRY",24-44,None
915,"ST RT 93 N, MCARTHUR",24-44,None
916,"ST RT 328, NEW PLYMOUTH",24-44,None
917,"ST RT 324, HAMDEN",24-44,None
918,"ST RT 324, HAMDEN",24-44,None
919,"ST RT 93, HAMDEN",0-24,None
920,"ST RT 327, RAY",24-44,None
921,"ST RT 327, RAY",24-44,None
922,"US HIGHWAY 50, MCARTHUR",0-24,None
923,"ST RT 328, NEW PLYMOUTH",24-44,None
924,"ROWLAND RD, HAMDEN",24-44,None
925,"N MAIN ST, HAMDEN",24-44,None
926,"ST RT 328, NEW PLYMOUTH",24-44,None
927,"FAIRVIEW RD, RAY",45-64,R
928,"SAM RUSSELL RD, HAMDEN",45-64,R
929,"ST RT 683, MCARTHUR",45-64,None
930,"ST RT 93 N, MCARTHUR",45-64,R
931,"ST RT 93 N, MCARTHUR",45-64,R
932,"PONETOWN RD, RAY",45-64,None
933,"KELLY RD, RAY",24-44,None
934,"OLD DIXON RD, MCARTHUR",45-64,R
935,"MINERTON RD, VINTON",24-44,None
936,"US HIGHWAY 50, MCARTHUR",0-24,None
937,"BETHEL RD, NEW PLYMOUTH",24-44,None
938,"US HIGHWAY 50, MCARTHUR",24-44,None
939,"LOCUST GROVE RD, MCARTHUR",0-24,None
940,"N PEARL ST, MCARTHUR",24-44,None
941,"ST RT 93 N, MCARTHUR",45-64,R
942,"S MARKET ST, MCARTHUR",24-44,R
943,"WOLF HILL RD, MCARTHUR",45-64,R
944,"WOLF HILL RD, MCARTHUR",45-64,R
945,"N PEARL ST, MCARTHUR",24-44,None
946,"BOLAR RD, MCARTHUR",65+,None
947,"W MILL ST, MCARTHUR",45-64,None
948,"S MILL ST, WILKESVILLE",45-64,R
949,"HART RIDGE RD, MCARTHUR",45-64,None
950,"US HIGHWAY 50, MCARTHUR",45-64,None
951,"W MAIN ST, MCARTHUR",0-24,None
952,"JOURDIN RD, ALBANY",65+,D
953,"WILSON AVE, HAMDEN",24-44,None
954,"E NORTH ST, MCARTHUR",24-44,None
955,"ENGLE DR, MCARTHUR",45-64,None
956,"CIRCLE DR, MCARTHUR",45-64,None
957,"W MILL ST, MCARTHUR",0-24,None
958,"ST RT 683, MCARTHUR",0-24,None
959,"OLD RT 50, LONDONDERRY",24-44,None
960,"ROWLAND RD, HAMDEN",24-44,R
961,"S MAIN, HAMDEN",24-44,None
962,"LIVELY RIDGE RD, ALBANY",45-64,None
963,"MACEDONIA RD, SOUTH BLOOMINGVILLE",45-64,None
964,"PAINE ST, HAMDEN",24-44,None
965,"ST RT 160, RADCLIFF",45-64,None
966,"US HIGHWAY 50, MCARTHUR",24-44,R
967,"ST RT 327, LONDONDERRY",24-44,R
968,"ST RT 328, NEW PLYMOUTH",45-64,D
969,"OVERVIEW DR, MCARTHUR",45-64,None
970,"TWO MILE RD, NEW PLYMOUTH",24-44,None
971,"CENTENARY RD, MCARTHUR",24-44,None
972,"TWO MILE RD, NEW PLYMOUTH",24-44,None
973,"ST RT 683, MCARTHUR",45-64,R
974,"BEECHGROVE RD, LONDONDERRY",24-44,None
975,"S MARKET ST, MCARTHUR",45-64,R
976,"MT ZION RD, MCARTHUR",65+,R
977,"ST RT 683, MCARTHUR",0-24,None
978,"E NORTH ST, MCARTHUR",24-44,None
979,"VINTON STATION RD, MCARTHUR",45-64,None
980,"ELM ST, HAMDEN",24-44,None
981,"OLD STATE RD, MCARTHUR",65+,R
982,"US HIGHWAY 50, MCARTHUR",24-44,None
983,"LOCUST GROVE RD, MCARTHUR",45-64,None
984,"VINTON STATION RD, MCARTHUR",24-44,None
985,"CIRCLE DR, MCARTHUR",45-64,None
986,"ST RT 328, MCARTHUR",24-44,None
987,"ST RT 328, MCARTHUR",24-44,None
988,"N PEARL ST, MCARTHUR",24-44,R
989,"US HIGHWAY 50, MCARTHUR",24-44,None
990,"US HIGHWAY 50, MCARTHUR",45-64,None
991,"BROOKS MARTIN RD, MCARTHUR",45-64,None
992,"US HIGHWAY 50, MCARTHUR",24-44,R
993,"ST RT 93 S, CREOLA",0-24,None
994,"OLD RT 50, LONDONDERRY",24-44,None
995,"ST RT 93 N, MCARTHUR",24-44,None
996,"ST RT 93, HAMDEN",0-24,None
997,"W HIGH ST, MCARTHUR",45-64,None
998,"WOLF HILL RD, MCARTHUR",24-44,None
999,"LOCUST GROVE RD, MCARTHUR",45-64,None
1000,"AIRPORT RD, NEW PLYMOUTH",24-44,None
1001,"ST RT 56, CREOLA",45-64,None
1002,"N MARKET ST, MCARTHUR",0-24,None
1003,"N MARKET ST, MCARTHUR",24-44,None
1004,"WILSON AVE, HAMDEN",65+,R
1005,"S MARKET ST, MCARTHUR",0-24,None
1006,"ST RT 327, LAURELVILLE",45-64,None
1007,"US HIGHWAY 50, MCARTHUR",24-44,None
1008,"ST RT 160, HAMDEN",0-24,None
1009,"N MARKET ST, MCARTHUR",24-44,R
1010,"E HIGH ST, MCARTHUR",45-64,None
1011,"WOODGEARD RD, CREOLA",65+,D
1012,"WOODGEARD RD, CREOLA",24-44,None
1013,"GOOSECREEK RD, MCARTHUR",24-44,None
1014,"UNION RIDGE RD, ALBANY",24-44,None
1015,"THOMPSON RD, RAY",45-64,None
1016,"ST RT 683, MCARTHUR",65+,None
1017,"ST RT 683, MCARTHUR",45-64,None
1018,"ST RT 93 N, MCARTHUR",45-64,None
1019,"ST RT 93 N, MCARTHUR",45-64,None
1020,"ST RT 689, ALBANY",24-44,None
1021,"ST RT 683, MCARTHUR",45-64,None
1022,"ST RT 689, ALBANY",24-44,R
1023,"ST RT 93, HAMDEN",24-44,R
1024,"ST RT 683, MCARTHUR",24-44,None
1025,"ST RT 93 S, CREOLA",24-44,None
1026,"ST RT 93 S, HAMDEN",24-44,None
1027,"ST RT 324, HAMDEN",24-44,None
1028,"ST RT 93, HAMDEN",24-44,R
1029,"LOCKER PLANT RD, MCARTHUR",24-44,None
1030,"DUTCH LN, MCARTHUR",24-44,None
1031,"MACEDONIA RD, SOUTH BLOOMINGVILLE",45-64,None
1032,"S BUFFALO ST, HAMDEN",45-64,None
1033,"ST RT 327, LONDONDERRY",24-44,None
1034,"OLD RT 50, LONDONDERRY",24-44,None
1035,"ENGLE DR, MCARTHUR",65+,None
1036,"US HIGHWAY 50, MCARTHUR",24-44,None
1037,"ST RT 689, ALBANY",24-44,None
1038,"W HIGH ST, MCARTHUR",45-64,R
1039,"ST RT 324, HAMDEN",24-44,None
1040,"US HIGHWAY 50, MCARTHUR",45-64,D
1041,"ST RT 683, MCARTHUR",24-44,None
1042,"ST RT 93 S, CREOLA",24-44,None
1043,"WOLF HILL RD, MCARTHUR",24-44,None
1044,"SIVERLY CREEK RD, MCARTHUR",0-24,R
1045,"THOMPSON RD, RAY",45-64,D
1046,"PONETOWN RD, RAY",24-44,None
1047,"N BOUNDARY AVE, MCARTHUR",24-44,None
1048,"N MCKINNIS AVE, HAMDEN",24-44,None
1049,"LONG RUN RD, ALBANY",24-44,None
1050,"ST RT 327, LONDONDERRY",45-64,None
1051,"ST RT 683, MCARTHUR",24-44,None
1052,"ST RT 683, MCARTHUR",24-44,None
1053,"W JUNCTION RD, RAY",24-44,None
1054,"MT ZION RD, MCARTHUR",24-44,None
1055,"LOCUST GROVE RD, MCARTHUR",24-44,None
1056,"LOCUST GROVE RD, MCARTHUR",24-44,None
1057,"STANTON AVE, HAMDEN",45-64,None
1058,"ST RT 671, LONDONDERRY",24-44,None
1059,"ST RT 327, LONDONDERRY",45-64,None
1060,"MEEKSVILLE RD, MCARTHUR",45-64,None
1061,"LAKEVIEW RD, HAMDEN",24-44,None
1062,"PRATTSVILLE RD, MCARTHUR",45-64,None
1063,"GRAVES RD, LONDONDERRY",45-64,None
1064,"ST RT 683, MCARTHUR",45-64,None
1065,"BOLAR RD, MCARTHUR",45-64,None
1066,"CREOLA HUE RD, CREOLA",45-64,None
1067,"EAGLE MILLS RD, LONDONDERRY",45-64,None
1068,"E NORTH ST, MCARTHUR",24-44,None
1069,"MURPHY RD, MCARTHUR",45-64,None
1070,"ST RT 683, MCARTHUR",45-64,None
1071,"ST RT 683, MCARTHUR",65+,None
1072,"THOMPSON RD, RAY",45-64,None
1073,"US HIGHWAY 50, MCARTHUR",45-64,None
1074,"US HIGHWAY 50, MCARTHUR",45-64,None
